观察日期,股票代码,股票名称,在次新股池内,Codex统一信号,Codex强确认,第一四八节信号,两条都中,距低点反弹,近120日收益,近60日收益,MA20持续度,RPS60,RPS250,换手加速,距低点分位,换手加速分位,流通市值亿,申万一级
2026-08-03,000001,,False,0,0,0,0,0.15621890547263662,0.1087786259541983,0.06215722120658129,0.5416666666666666,94.12872841444269,58.679004467134654,0.09942989521089274,0.5223214285714286,0.7997448979591837,2251.9847551072535,银行
2026-08-03,000002,,False,0,0,0,0,0.13898305084745743,-0.3114754098360656,-0.16000000000000003,0.26666666666666666,63.6734693877551,0.9891512444160817,-0.05658834709285876,0.4419642857142857,0.5739795918367347,326.73444762468756,房地产
2026-08-03,000007,,False,0,0,0,0,0.3270622286541245,-0.15716911764705888,-0.46717024985473565,0.4666666666666667,2.731554160125589,80.3446075303127,-0.2055172590361578,0.7732780612244898,0.30899234693877553,31.88042923680225,商贸零售
2026-08-03,000029,,False,0,0,0,0,0.10177705977382878,-0.07210884353741498,-0.06404391582799629,0.49166666666666664,82.22919937205651,66.81557115507339,-0.3440427309962556,0.22385204081632654,0.11352040816326531,183.12470923999047,房地产
2026-08-03,000034,,False,0,0,0,0,0.07810383747178329,-0.11946902654867264,-0.16327960756832516,0.475,63.045525902668764,43.17166560306318,0.19066133506390215,0.10427295918367346,0.8740433673469388,204.39089248884795,计算机
2026-08-03,000035,,False,0,0,0,0,0.20892018779342747,-0.15711947626841238,-0.21851289833080423,0.275,47.284144427001564,73.93107849393746,0.05284519086973405,0.6588010204081632,0.7436224489795918,119.15668030880752,环保
2026-08-03,000063,,False,0,0,0,0,0.07420271550363133,-0.1054430712595319,-0.10989010989010983,0.4,74.97645211930927,62.47606892150607,0.19554438256592177,0.09215561224489796,0.8778698979591837,1394.35207013384,通信
2026-08-03,000153,,False,0,0,0,0,0.10358565737051806,-0.14241486068111453,-0.12480252764612954,0.38333333333333336,71.96232339089482,34.52456924058711,0.24985164194080478,0.23469387755102042,0.9040178571428571,25.410175767916222,医药生物
2026-08-03,000155,,False,0,0,1,0,0.25306122448979584,-0.012067578439259874,-0.2637889688249401,0.44166666666666665,32.08791208791209,76.96234843650286,0.08608391262703297,0.7165178571428571,0.7841198979591837,226.78596085319515,公用事业
2026-08-03,000157,,False,0,0,0,0,0.11209439528023601,-0.1170960187353629,-0.003963011889035695,0.425,88.9795918367347,58.90236119974473,-0.2412621146944286,0.27933673469387754,0.23692602040816327,532.2142165172597,机械设备
2026-08-03,000166,,False,0,0,0,0,0.09859154929577474,-0.07692307692307698,-0.012658227848101333,0.36666666666666664,88.00627943485087,44.16081684747926,-0.155584952140021,0.20535714285714285,0.38839285714285715,1055.4423265020228,非银金融
2026-08-03,000301,,False,0,0,1,0,0.406720741599073,-0.08169440242057491,-0.05525291828793766,0.5083333333333333,83.70486656200941,81.55711550733886,0.2965078526492706,0.8128188775510204,0.920280612244898,799.3016438129885,石油石化
2026-08-03,000333,,False,0,0,0,0,0.2927012791572612,0.1622243268840482,0.12155633894764328,0.7,96.13814756671898,78.14294830887046,-0.016074941697364786,0.7464923469387755,0.6438137755102041,5900.35044352989,家用电器
2026-08-03,000338,,False,0,0,0,0,1.120625465376024,0.19966301600673986,-0.13853599516031467,0.5583333333333333,68.9795918367347,91.86343331206126,-0.09498760870974021,0.9406887755102041,0.5044642857142857,1418.1077072093442,汽车
2026-08-03,000403,,False,0,0,0,0,0.20819112627986347,-0.22425127830533242,-0.09308283518360394,0.3416666666666667,77.83359497645212,4.499042756860242,-0.12506231494374342,0.6581632653061225,0.4473852040816326,99.70390994566543,医药生物
2026-08-03,000408,,False,0,0,0,0,0.8030678998420937,-0.05776258399151235,-0.08859749144811857,0.36666666666666664,78.61852433281004,91.16145500957244,-0.05750569780704817,0.9056122448979592,0.5717474489795918,1256.9738780053667,基础化工
2026-08-03,000415,,False,0,0,1,0,0.3511904761904763,0.020224719101123556,-0.05613305613305608,0.5166666666666667,83.4850863422292,79.86598596043395,0.03335474881866185,0.7869897959183674,0.7142857142857143,244.7546555616361,非银金融
2026-08-03,000425,,False,0,0,0,0,0.10632911392405053,-0.16682554814108674,-0.10174717368961972,0.4,76.48351648351648,58.42373962986599,-0.15309214211754518,0.24776785714285715,0.39317602040816324,787.2316121998746,机械设备
2026-08-03,000504,,False,0,0,0,0,0.08194444444444438,-0.1014994232987313,-0.17653276955602548,0.425,59.686028257456826,25.845564773452455,0.4069478218897704,0.12181122448979592,0.9499362244897959,25.741617555816216,医药生物
2026-08-03,000506,,False,0,0,1,0,0.5732620320855617,-0.42695753798208025,-0.14077102803738317,0.275,68.57142857142857,83.69495851946395,0.4131743249272193,0.8628826530612245,0.9512117346938775,136.83046255682706,有色金属
2026-08-03,000509,,False,0,0,0,0,0.12222222222222201,-0.11403508771929827,-0.25,0.425,37.28414442700157,41.831525207402684,-0.49018740244947134,0.34630102040816324,0.02264030612244898,32.71681753503238,电子
2026-08-03,000520,,False,0,0,0,0,0.07670454545454541,-0.1267281105990783,-0.09330143540669844,0.35,77.80219780219781,23.73962986598596,-0.23091498494702734,0.09885204081632654,0.2579719387755102,38.36226468082785,交通运输
2026-08-03,000526,,False,0,0,1,0,0.45162601626016263,-0.06149802890932976,0.0047833427124366334,0.35833333333333334,89.60753532182105,13.943841735800893,0.48853133665689263,0.8316326530612245,0.9668367346938775,43.136131753872846,社会服务
2026-08-03,000534,,False,0,0,0,0,0.7677556818181819,-0.1522479564032697,-0.3682741116751269,0.4,10.518053375196232,90.87428206764518,-0.15985611302249192,0.9001913265306123,0.3788265306122449,126.5551842206887,医药生物
2026-08-03,000538,,False,0,0,0,0,0.1125531914893616,-0.03166666666666673,-0.006271379703534752,0.35833333333333334,88.66562009419152,57.33886407147415,0.2103287521624735,0.2815688775510204,0.8836096938775511,927.8783899942408,医药生物
2026-08-03,000545,,False,0,0,0,0,0.09482758620689657,-0.13898305084745766,-0.18327974276527326,0.35,57.45682888540031,43.96936821952776,-0.09598171181294246,0.18303571428571427,0.5022321428571429,24.98131639474636,基础化工
2026-08-03,000547,,False,0,0,0,0,0.9478609625668448,-0.4884129213483146,-0.4719101123595506,0.225,2.4803767660910516,92.05488194001276,-0.17189311729692613,0.9244260204081632,0.3580994897959184,232.96373943878535,国防军工
